worker,Condition,metaphor_think
A1LRPBYNMJA6YC,coach,A coach and teacher are similar since they both try to guide or instruct the person while students and athletes are similar since they take direction and typically try to achieve a goal.
A1JGY5LT1N8J6S,gardener,A gardener is there to help plants students grow like a teacher should help students grow. Plants are more likely to do well when they are tended by the gardener like how students are more likely to learn more with a teacher than in their own.
A2E2O8EBNS694H,gardener,This means that the teacher is responsible for taking care of the students so they can grow into successful plants.
A9QAS24BIY5UJ,tourguide,Teachers can relate to tour guides in a way where both of the positions require a leadership role. Both positions require the leader to inform the other participants students or tourists to digest information and inquire about or challenge that information.
A2UZQ035V9POIA,tourguide,Teachers help students find their interests in life. They can help lead them like tour guides when choosing a career path.
AN8GC9AGH1S9V,sculptor,Teachers mold students into better students are mold them to be successful in whatever they are studying.
AYW9WLQ5V1VEX,coach,I think this metaphor means that a teacher needs to serve as a leader and provide the students with the information necessary for them to be successful. As for the students it is their job to use the information given to them and use their own abilities to execute.
A3E58A3JQ7OAPD,sculptor,I can see that.  A teacher is able to mold a student into what they want them to be.  They are able to shift expand alter their minds.
A1REFX0JX8YZTG,gardener,In this metaphor it means like the teachers are the one who build up students in order to bloom and grow as a good individual in the society.
A3RIXKLECY6XCW,tourguide,the teacher has the knowledge of the subject and has already experienced it. So they are able to show it to someone else for the first time like a our guide would when traveling
A3TBLXSFWL44DU,coach,Teachers teach students how to succeed and win at life. Just as coaches teach athletes to win a game.
AELF2MJQ90XWI,sculptor,A teacher can help mold a students mind and form how that student works. Though as with art some pieces come out better than others.
A20188HWPLRTA4,tourguide,a teacher is showing you how things are how to learn the subjects being taught. students are the tourists taking things in and learning
AD1EP74K280D3,tourguide,A professors shows students materials and explains ideas to students who will sit in a classroom and listen to the professor talk. After the class tour students will be more knowledgeable about the topic.
AJYALW506CI1X,coach,The teacher coaches the students by teaching them what they have learned over their over their life. The students take that knowledge and perform in the real world.
ASA7IFS066IV9,gardener,"It means the teacher is watering the students brains with their knowledge. They are cultivating the future generation of the world.
"
