StudyID,Study,Condition,Durationinseconds,worker,Q93,teacher_thoughts,metaphor_think,transfer,holdattention,communicate,present,challenge,motivate,participate,question,conversation,stimulate,answer,knowadvance,expectations,rules,knowledgeable,respect,prepared,confident,posenviron,care,feedback,gettoknow,needs,understanding,available,listen,personable,community,knowotherstudents,support,teamwork,discussion,debate,creative,goal,effort,influence,adapt,experts,authority,intelligent,abstract,knowtalkabout,ATTCHK4,metaphorother,teacresponsibility,studresponsibility,tvs,influence_learn,influence_develop,favorite_metaphor,favorite_metaphor_8_TEXT,Metaphor_justify,gender,attentioncheck,race,race_7_TEXT,college,Collegelongago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_A,f2_nurterer,f3_authority,f1_communitybuilder,f4_engagingcommunicator,f5_stimulator
267,2,gardener,573,A1FSAC3WP94MW5,1,I think of a person who is incredibly knowledgable in their field and well-versed in that subject area. I also think of someone who is able to easily explain concepts in a way that they are understandable.,"I believe this means that teachers help their students to grow and become successful, just as gardeners help their plants grow and achieve more.",3,1,2,4,1,4,4,1,1,1,3,6,3,1,6,1,6,1,5,7,1,4,7,3,6,3,4,1,1,3,1,1,1,4,6,7,6,7,6,5,3,1,4,4,NA,65,35,1,85,60,3,NA,"I believe that this metaphor more accurately reflects the reality that although teachers can provide guidance and instruction, students have to put their effort into learning and becoming better students, just as athletes have to put effort into becoming better athletes. You have to be willing to learn from teachers as a student, just as athletes have to be willing to be coached.",2,2,1,NA,1,5,7,2,NA,27,2,NA,55,No,No,0.790057596,-2.106742025,-1.649663868,-2.401150941,-2.453497671
268,2,gardener,1003,A5I5153ANR10V,1,first thing that comes to mind when I think college teacher is a professor with a robe and glasses on .,I like the metaphor because it means a teacher places knowledge inside a students head to grow like a plant,7,7,7,7,6,7,7,3,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,3,7,7,7,7,7,7,7,7,7,7,4,no,100,72,1,100,77,2,NA,students is like seeds the gardener is the person that keep watering it and taking care of it until it turns into this beautiful plant of knowleage,2,2,2,NA,3,4,3,2,NA,29,1,NA,0,no,I actually enjoyed this one,1.419311213,0.855457008,1.188359447,1.587501356,0.16755284
269,2,gardener,1425,A1N8LFHT0OHY4J,1,When I think of a college professor I think about someone who is passionate about a particular subject. I particularly think about my pwn professors who all seemed to me disorganized in some way or another.,I teacher is like a gardener because they give you the things that one needs to grow and become stronger.,7,6,6,7,6,6,7,6,5,7,6,6,4,5,6,6,5,6,6,6,6,6,5,5,6,6,6,4,4,5,6,6,2,6,7,6,6,7,6,6,6,6,6,4,Teacher give information,92,22,1,100,89,2,NA,I chose this metaphor because teacher do shape the minds of their students. They pour information into them that allows them to grow and become stronger in a particular area,2,3,2,NA,1,4,5,2,NA,30,2,NA,50,no,n/a,0.647530699,0.201323796,0.124671419,0.683065899,0.093258518
270,2,gardener,438,A3ID5G33X4OHFR,1,"Laid back, professional but approachable. Willing to lend a hand if needed, but wants you to be more independent.","I think college professors are the last stop before 'adulthood'. More of the 'cultivating' happens earlier on, but these are the last steps of the process. College professors are like chefs that pick plants from the garden to make a great dish from.",6,5,6,5,6,6,5,4,5,5,6,6,6,4,7,7,7,6,5,4,5,6,6,5,6,5,5,4,3,5,5,6,5,6,5,6,6,5,6,6,6,6,6,4,NA,42,39,1,72,55,4,NA,I think this gives the students more accountability for their actions. It certainly fits the teachers I had in college.,2,3,1,NA,1,3,5,2,NA,23,1,NA,0,NA,NA,0.084106747,0.505137156,-0.136613288,0.267456166,0.15924517
271,2,gardener,545,A5BMKZRGHNSRT,1,"A person who knows a lot of things, and is willing to share that knowledge with others in a college setting.","I think it means that a teacher tends to their students. Just like plants need food, water, and care, the student needs the materials. And like it's been shown that plants will grow better under good care, so do students.",6,6,5,6,2,7,6,2,6,3,3,4,3,3,4,2,5,5,7,7,5,5,7,6,6,7,6,6,7,7,7,6,2,4,6,6,6,7,4,4,6,3,2,4,NA,81,73,1,66,87,2,NA,"I prefer it because while the teacher does have to start things, it's really up to the student to grow their best self with help from the teacher. It doesn't really fit my experience since my teachers are barely present at all, but the idea of it is really nice. It would be nice to have that kind of support.",2,2,"1,6",NA,2,NA,3,2,NA,24,2,NA,7,None.,None.,1.072021941,-1.570056802,1.455750001,0.141075068,-0.678088038
272,2,gardener,1015,A2XMYHTHDZEM4U,1,i think college teachers are very dedicated to continuing their learnings. they have to keep up with changing times and new ideas.,"i think that it means that teachers help young and old students bloom, like a flower or a plant. by ""bloom"", i mean grow, prosper, and flourish.",7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,no,60,25,1,92,100,3,NA,"i prefer this metaphor, because with the one about plants, the plants dont really have free will as to how much they learn, or responsibility for that. but for athletes, they actually have to put in the work themselves, and a coach simply guides them.",2,2,"1,6",NA,2,NA,4,2,NA,26,1,NA,0,no,no,1.461753971,0.510014419,1.326027024,1.340738537,1.428042658
273,2,gardener,605,A3UPANZEAN3UJQ,1,I think of a professor who has likely invested a lot of their time in learning in their field of discipline.,I think this metaphor means a teacher is responsible for ensuring that the students are taken care of. A gardener tends to a garden and plants are a mainstay of a garden. Proper care of a plant helps it grow so a teacher is responsible for helping students grow.,3,5,3,3,4,3,2,3,3,3,3,5,4,3,3,3,6,5,3,6,4,5,6,4,6,3,4,5,4,4,3,3,3,4,5,6,6,6,6,6,5,3,5,4,Teachers guide students,100,0,1,85,15,1,NA,I prefer this metaphor because I find a lot of college students are in awe of their teacher's knowledge and tend to appeal to authority in their learning. Students tend to follow what their teacher teaches them which makes them like the clay that their teachers sculpt.,1,2,1,NA,1,5,5,1,My teaching experience is more like coaching where I have taught others how to utilize software systems efficiently.,29,2,NA,50,None,No,0.416757507,-0.774099223,-0.39556604,-0.673691104,-1.191765437
274,2,gardener,2049,A12VXVR5FPANU0,1,"college teachers are the one who impact knowledge to the students  through any types of education like teaching,drilling or intuition for the purpose of bringing about positive changes to the students","in this metaphor, teachers are represented with gardener because they are the one that do impact the knowledge they have to their students which are also represented with plants, here education serve as water in which the gardener(teachers) use in bringing about positive changes in the plants(students)",7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,no,100,100,1,90,100,3,NA,"this metaphor implies that the teacher as a coach make use of different methods in making positive or impacting positive changes in the students(athletes), such as drilling or training",1,2,1,NA,1,3,5,2,NA,25,1,NA,100,no,no,NA,NA,NA,NA,NA
275,2,gardener,564,A14NELG02XUU6L,1,"A professor, who gives you a lot less individual attention than high school teachers and for actual help on class work you need to show up after class to hopefully get some insight about how to do the class work","It is a good metaphor because for the students to prosper, similarly to plants the teachers have to put in the time and energy to make sure they are nourished ( in this case the 'food' is the knowledge they provide)",6,5,6,4,4,7,3,2,2,2,6,5,3,2,4,2,7,2,7,7,7,4,7,4,7,6,2,2,1,2,2,3,2,2,7,7,3,6,2,2,3,1,7,4,Not that I can think of right now,91,10,1,87,62,4,NA,"I like it more because it is not putting all the pressure on the teachers for the students success, and kind of mirrors the 'you can bring a horse to water but cant force it to drink'. The teachers are a critical part of providing students with new information they may not have learned otherwise but it is really up to the student to decide if its worth it to them to that a 'picture' and retain that knowledge for the future.",2,3,2,NA,2,NA,2,2,NA,18,1,NA,0,Nope,Nope,0.562094978,-1.979717499,-1.60918491,-1.225270363,-1.575450583
276,2,gardener,506,A18EGYH1M3OGFI,1,I think about someone dedicated to education and research. I think of someone who is laid back and easygoing,It means that a college teacher helps students grow and learn. A college teacher nourishes students through learning,6,4,4,5,4,4,4,2,4,6,4,6,5,2,5,2,6,4,5,6,5,6,6,5,6,5,4,4,4,5,4,4,3,5,6,6,6,6,6,3,5,3,5,4,no,75,25,1,80,86,4,NA,"I prefer this metaphor because it shows that teacher are there to guide, but not mold students. On a tour, you can follow the tour guide and learn more, but you can also go off and learn more on your own. The tour guide gives you the resources to do that",2,3,1,NA,1,1,6,2,NA,25,1,NA,3,no,no,0.801488067,-1.552592167,-0.215540123,-0.736876998,-0.616630895
277,2,gardener,518,A363RN8ANP0Q01,1,Someone who is very smart and has gone through many many years of learning things. they can be mean and strict,It means that teachers shower us with their life experiences and knowledge and we grow just as flowers grow.,6,6,6,6,5,5,5,5,5,5,5,5,5,6,5,5,5,6,6,5,6,5,5,5,5,6,5,5,6,5,5,5,5,5,6,5,5,6,5,5,5,5,5,4,All attributes were listed,94,90,2,85,83,1,NA,I believe this one is more spot on because the way our teachers are is basically how sculptors mold clay into new things. Their teachings will mold us into the future,2,3,"1,6",NA,1,1,5,1,I have taught a lab class in college and I have been a substitute teacher at the public schools in my city,23,1,NA,0,none,none,0.100862325,0.191384851,0.363316777,0.360020541,0.261110168
278,2,gardener,552,ALQEBL8XKDCWC,1,They are a like any other teacher except teaching on a higher level. I expect most of them to be more actively involved.,"Like a gardener, teachers help students grow, like plants. They are essentially helping build students up when they are at school.",6,6,4,5,5,6,5,6,6,2,2,3,2,2,4,2,6,2,6,7,5,7,6,5,6,5,2,2,6,4,6,5,5,2,5,5,7,7,6,4,2,2,4,4,Teachers sense potential in students,91,30,1,90,92,4,NA,"I prefer this metaphor sense it puts less emphasis on how much work the teacher does. From my perspective, teaching is a two way street. While a tour guide has a lot of information, it is up to the tourists to decide where they want to go and what to do with that information.",1,3,4,NA,3,1,3,2,NA,21,2,NA,18,None,NA,0.786596427,-1.660576853,0.350776082,-1.602031958,0.099184339
279,2,gardener,622,A25BRCS2JF0P0A,1,My mind goes to the more unusual professors who have challenged the very ways I thought and forced me to understand the world in new ways.,Some of the best teachers don't tech fact but how to think. For them teaching is planting seeds that with care can grow into new thought patterns.,3,3,4,3,3,3,4,4,3,7,4,5,3,2,3,2,4,4,5,6,5,6,6,5,5,6,3,2,2,5,4,5,4,5,6,5,5,5,4,2,5,2,4,4,Nope,61,66,2,55,60,2,NA,Students aren't passive. They grow in their own individual ways. However the pattern they grow in can be molded. Teaching and learning are collaborative processes that depend on both. Simple transfers of knowledge are not enough for deep understanding. True understanding requires the student to grow into it.,2,2,1,NA,2,NA,5,2,NA,29,1,NA,25,"I accidentally pressed the wrong button on the attention check where I should have pressed ""Does not apply"" and then realized it right as I was submitting the question. However I couldn't go back to change it.",NA,0.586405042,-1.771510976,-0.688489049,-1.144854882,0.06484648
280,2,gardener,534,AE8SP12FT4ZSP,1,College teachers are extremely intelligent people with expertise in their subject. They are not always skilled at teaching and conveying knowledge to students.,Teachers are meant to cultivate students and help them growth. Teachers do not directly feed students but they guide them through the learning process and assist them in discovering new things.,5,4,7,5,3,5,4,1,5,5,4,7,6,5,7,1,4,4,5,6,5,6,7,4,6,4,4,5,1,3,1,3,1,4,5,7,4,6,6,5,4,1,7,4,None that I can think of,67,91,1,100,69,2,NA,"I think that this is the closest to a true description of the relationship between college teachers and students. Ultimately, a studentâ€™s education is up to them but teachers provide all of the tools for success and support a student in their learning.",2,3,1,NA,1,3,6,1,I have tutored many students and have guest lectured 5 different courses for college students.,27,2,NA,8,None,None,1.034583927,-1.087645042,-1.57865787,0.019841578,-1.605046566
281,2,gardener,768,A2G5B46DS82PNL,1,Qualified personnel with a large amount of experience in a certain field. They are capable of relating the knowledge they know into a way that someone who doesn't know anything can understand.,Teachers are the ones keeping the minds of the students alive by watering them with knowledge. They are the ones caring for the plants and responsible for their result.,5,3,3,5,4,4,3,3,3,5,4,6,5,3,5,5,3,4,5,6,5,5,5,3,6,5,3,5,2,3,2,2,3,4,6,5,7,6,3,3,4,3,5,4,NA,100,28,1,95,76,3,NA,This seems the most relatable. The coach teaches you in practice but during the games you are on your own.,1,2,1,NA,1,1,5,2,NA,26,3,NA,61,No,No,0.253388411,-0.595475061,-1.057585253,-1.227531272,-1.216715901
282,2,gardener,555,A1QWB22PR3CG8N,1,"Often someone who is likely very qualified and interested in the subject, but overworked and underpaid. At some universities, they might not be too interested in teaching.","Teachers can cultivate knowledge and watch students grow as they learn. Another idea is that a teacher could 'plant a seed' and watch the student grow, where the seed is knowledge.",7,2,2,5,2,5,4,1,2,5,2,6,4,2,6,1,2,2,5,5,5,5,5,2,4,4,2,1,1,2,2,5,5,3,2,4,6,4,3,3,2,2,2,4,"no, those covered a lot",73,60,1,80,78,4,NA,"It describes teachers as a guide to something, not the only source of knowledge. It invokes a sense of having students take ownership of their learning, versus having the teacher do all of the work related to it.",1,3,1,NA,1,1,7,1,I taught undergraduate statistics,28,1,NA,2,no,no,-0.194828418,-2.058895114,-1.787917783,-2.145701136,-0.131714899
