Finished,worker,Q93,teacher_thoughts,memorycheck,favorite_metaphor,favorite_metaphor_5_TEXT,Metaphor_justify,gender_1,gender_2,gender_3,gender_4,gender_4_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,college,College-longago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_1,condition,metaphor_think,teacresp,studresp,tvs,inflearn,infdevelop,metaphor_other,care,needs,gettoknow,stimulate,respect,authority,rules,expectations,communicate,holdattention,personable,community,knowotherstudents,support,teamwork,adapt,discussion,debate,question,confident,attchk4,GotPaid,pa2_nurterer,pa3_authority,pa1_communitybuilder,pa4_engagingcommunicator,pa5_stimulator
1,A9XHW2I5GYXX5,1,College teachers have been the most laid back from my experience. They realize the students have outside lives and give leniency due to that.,4,3,NA,"In this metaphor, it will emphasize the fact that the teacher can teach the students, but the students still have to go out into the world, hone the craft, and use what they've learned",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,5,2,NA,22,2,NA,56,NA,NA,tourguide,Teachers have the knowledge and are supposed to pass it along to students like a tour guide is supposed to show around tourists and give information about the surrounding area,63,100,2,81,40,NA,6,4,4,6,4,5,4,6,6,6,6,4,7,3,3,4,5,5,4,6,4,1,-0.218100958,-0.212780056,-0.403603108,0.616780072,0.179847501
1,A1CFVGDVMOE7M7,1,I think of a college teacher as a teacher that is very stern with their rules and expect students to do the best of ability to do what they are assigned.,1,1,NA,I believe it was a well thought representation on how teachers inspire their students to learn.,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,5,2,NA,26,1,NA,0,NA,NA,sculptor,It actually makes plentiful sense. The teacher is like a sculptor whereas the students are clay meaning that he's making them into a creation by teaching them lessons that will help them for the long run.,100,79,1,95,75,Not that I can think of.,6,7,7,7,6,5,7,7,6,6,7,5,7,5,7,5,7,5,6,5,5,1,0.841057957,0.586205133,0.954214057,0.707078367,0.897230992
1,A2TT9A1YCJX8OS,1,"The college teachers that I had mainly conformed to the ""finish the assignment, pass the class"" format. There were obviously tests, but I was a good test taker. So for me, with little studying, as long as I did the work I passed the class. Many college teachers did not encourage me to think critically, although some did.",2,1,NA,"This is not necessarily my opinion of how teaching SHOULD be but this metaphor is the closest to my experience and how teaching is now. I feel that teachers have a goal for each of the students to understand a range of ideas and concepts. However, they also have a personality and opinions of their own that they share and teach as truth rather than opinion. Therefore, teachers ultimately sculpt students into the kinds of thinkers they prefer.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,I have my teaching certificate and a degree in Elementary Education and a minor in Middle Level Mathematics. I taught middle school for one year and substituted (while actually teaching) for two years.,26,3,NA,66,no,no,gardener,"Plants need to grow but are dependent on the gardener to give the necessary nutrients. Students are also looking to grow but often don't yet have the tools to do so. Teachers can provide materials, activities, exploration, and projects to expand thinking opportunities and experiences in order to grow.",80,20,1,90,85,accomodating,7,7,7,3,3,5,3,4,4,6,4,7,4,6,5,6,3,2,3,5,4,1,1.185752963,-0.966534397,0.470332685,-0.381679092,-1.449705345
1,A2DCCUR6PG9JDR,1,"I see them as admirable people who have had an eventful journey. They have had various experiences, which make them credible in their teaching.",2,3,NA,"The reason I prefer this metaphor is due to the simplicity of the message. I see this metaphor as teachers being the coach, they give students the skills and tricks on how to perform a sport and then it is up to the student to practice those methods. This then determines the success of the student. I think this fits well with my college experiences. I do see teachers as coaches. They teach us students a certain topic and it is up to us, as students, to do our own research to find out more about the topics at hand.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,5,1,I am currently a substitute teacher.,24,1,NA,36,N/A,I truly enjoyed completing this survey. Thank you.,gardener,This is stating that teachers are the providers to these students. Students cannot survive without the care of a gardener. Students (plants) need water and other nutrients to survive and this is all possible with the help of a gardener.,76,97,2,70,60,NA,5,4,4,6,4,6,6,4,5,4,5,5,3,5,4,5,6,6,5,6,4,1,-0.308324415,-0.109779737,-0.268707923,-0.063960718,0.657443351
1,A3MA99VL27CF91,1,A college teacher is helpful. It depends on the person though whether the teacher actually cares about students and the coursework taught.,3,3,NA,"This metaphor makes the most sense because at the point of college, students are already their own people. College teachers have the power to direct and control students during coursework, but ultimately students are the ones learning. The coach/teacher can encourage the student/athlete to play/study, but it is up to the student whether or not they want to improve.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,NA,22,3,NA,16,no,no,coach,"This is true because teachers guide students in how to go through a class, which would be like a game in this metaphor. Students are the ones who play the game, which is like doing the coursework.",85,99,2,81,49,NA,6,6,4,5,6,7,7,6,6,5,6,6,5,5,5,6,6,5,6,6,4,1,0.395045733,0.871173938,0.303226036,0.47452153,0.470853167
1,A2P378KJPT9LH6,1,Someone who has extensive knowledge in a specific subject and is able to teach others. In the process they are still learning and making new advances in their field.,4,3,NA,I chose this metaphor because I was an athlete and can relate to it the most. There are many similarities between my coach and teachers. They both taught me new things but also guided me to succeeded in my field.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,5,2,NA,28,1,NA,39,No,NA,tourguide,"The students are like tourist in that they are new to the subject, they might have some basic knowledge but they are ready to dive deep and learn everything. The teacher is like the tour guide in that they have the knowledge and they are ready to share it to the students and teach them.",100,0,1,90,31,NA,7,3,4,6,7,7,6,7,6,4,6,6,5,6,4,5,6,3,4,6,4,1,-0.081221194,1.095553397,0.406052125,0.362180245,-0.453852671
1,A39YWO5O88IAIC,1,Normally an organized individual sort of young and deep into their field. However most of the time are nervous or lacking in one area,1,1,NA,It actually makes a lot of sense when you're thinking about it. A teacher can mold a student into beautiful art as they know what they can see out of it. A student may be able to mold themselves but it may not be the work of a sculptor,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,4,2,NA,24,1,NA,46,no,no,sculptor,Teachers are the people who mold their students brain and help them learn. Without teachers students would struggle because they'd have to learn without a form of reference other than each other who may not know enough,58,83,2,100,87,nope,4,4,5,5,4,4,4,3,4,4,5,4,4,4,4,4,4,5,5,4,4,1,-0.605994542,-1.065457631,-0.414922256,-0.678813708,0.184012653
1,A1L007ZWHYYNCS,1,A college teacher is someone who tells you information and expects you to memorize it for an upcoming exam.,1,4,NA,"A tour guide is very knowledgeable about the area they are giving a tour in, while the tourists are there to explore and to learn about the area they are visiting. If a tourist listens and asks questions to the tour guide, they will gain a very in depth understanding of the visited area. This is extremely similar to a college teacher, who is very knowledgeable at the topic they are teaching, while the students are trying to learn more about the topic that is being taught. If a student tries their best to understand and asks questions about anything being taught, they will get a in depth understanding of the topic being studied.",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,18,2,NA,50,NA,NA,sculptor,"A sculptor tries to take each piece of clay and forms it into the best possible result it can be, much like a teacher tries to teach their students the best they can.",70,100,2,90,50,Teachers teach with the best of their ability,3,6,7,5,3,7,2,5,4,4,6,3,6,5,2,7,2,2,5,6,4,1,0.574455718,-0.46942636,-0.718569002,-0.492249654,-0.864225092
1,A22ORGFW62LUAA,1,Person that is responsible for teaching adult skills to be successful in life and move up in their chosen career.,4,4,NA,the tour guide is to show them whats out there and the tourists view and visit what they want,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,NA,22,3,NA,60,no,no,tourguide,Showing inexperienced people how to do things and the ways of handling life. Teaching them skills they need to know in the field they are trying to master,76,80,2,49,58,NA,6,6,7,7,5,6,7,6,6,5,5,6,6,7,7,7,6,6,4,6,4,1,1.009717741,0.466235748,1.210263716,0.348293718,0.700411117
1,A1ZLHNJEURLK3O,1,i think college teachers are helpful and professional. i've had a good experience with college professors.,1,2,NA,A teacher waters the student as if they just start as a seed.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,24,3,NA,71,NA,NA,sculptor,"a teacher molds a student into a decent member of the profession they want to be apart of, a better member of society",99,100,2,100,96,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,1.398962883,1.313988456,1.423112789,1.416256016,1.420036147
1,A2DUC8FS66W1S3,1,Older teacher that shapes the youth. They are more relaxed than high school teachers since its your decision to show up.,2,2,NA,Because they will be the base of your learning and its what you choose to do that makes you able to grow.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,NA,21,2,NA,63,no,no,gardener,They are the gardener watering the plants and giving the students information for them to succeed and grow in life.,79,99,2,91,21,no,6,3,6,6,6,6,6,6,6,5,5,5,6,6,5,6,6,5,5,6,4,1,0.032910191,0.594133374,0.607536594,0.278126526,0.384292049
1,A3JNJTXGVTJNJJ,1,A college teacher is someone who will teach you and usually cares when you ask them questions. They are relaxed and easy going compared to teacher in high school.,2,2,NA,"The students are given knowledge from the teacher but it is also the students' responsibility to use that knowledge to grow. A plant may be given water and nutrients, but it is the job of the plant to grow.",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,3,2,NA,18,3,NA,55,No.,No.,gardener,The teacher provides students with knowledge and with that knowledge the students begin to grow their own thought processes.,100,80,2,76,81,NA,6,6,5,7,7,6,6,7,6,7,6,7,5,7,6,7,7,7,6,7,4,1,0.850071379,1.026283269,0.925411124,0.972950716,1.251893766
1,A393FFCWJUSJ4Q,1,I think of a person who is highly educated in a specific field of study. They have committed their time to educate students in such fields.,1,1,NA,"I think that this is actually a really good metaphor. Students are often young and impressionable. They learn a lot about life and schoolwork from their teachers. What the teachers do and say have an impact on the students and help shape their futures! I have felt this way through my college education. I learn not only subject material, but study habits, work ethics, manners, and other things from my professors. Professors/ teachers are essentially mentors that will help guide students to graduation and life after graduating!",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,19,1,NA,15,Nope,Thank you for the survey! It was really interesting and has me excited to go back to college this fall!,sculptor,"I think that what teachers do, say, and teach all effect the student. The student learns from the teacher. There are many different approaches to teaching and each thing a teacher does shapes the type of student and person their students become.",89,96,2,81,61,Teachers learn from students,5,5,5,7,6,5,4,5,6,5,4,6,4,6,5,6,6,5,3,7,4,1,0.249843363,0.098714138,0.31747688,0.385975886,0.109743472
1,A3DQJ0444KNF3,1,"What comes to my mind when I think about a college teacher, is a person usually that either just finished their own masters degree, currently working towards their masters, or a teacher who is on the verge of retirement. This person is mostly knowledgeable about a particular subject. As well as being at various stages of their life.",2,4,NA,"I prefer this metaphor over the previous because I think that this metaphor shows students at least partially responsible for their own learning. Meaning, a tour guide is someone who directs as well as lends help for an unknown area. Tourists have the option to listen, learn and completely follow what the tour guide says. However, in the end its up to the tourist  to draw their own conclusions before exploring on their own if they want. 

This metaphor fits into my own personal experiences as a college student in the sense that I'm an independent learner. I may check in with what the college teacher says. However, I often seek my own information most of the time despite what I may be 'guided' to.",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,26,2,NA,80,I did not encounter any issues while completing this survey.,No further comments.,gardener,"A college teacher can be like a gardener and students like plants in a way because college teachers must plant, as well as cultivate ideas for a student to 'grow' in a sense. That student, or 'plant' must grow into a functioning and knowledgeable person in their field by the end of the semester.",100,16,1,100,92,"No, I think the above attributes hold interesting and accurate clarity in relation to the metaphor above.",6,6,6,7,5,7,5,7,5,6,2,4,1,2,1,4,3,1,2,7,4,1,0.431020471,0.753975593,-1.76347444,-0.108794357,-1.810179914
